ngo_id,date_added,latin_name,arabic_name,country,address,governorate,phone,email,date_of_creation,type_of_organization,target_group,president,director,secretary_general,treasurer,missions_and_goals,impact_of_ong,activities,building_networks_and_alliances,other,publications,training_and_capacity_building,research_resources_and_production,exchange_of_information_know-how_and_experience,website
474,2014-11-06 23:04:46.777427,Association chouala pour l’éducation et la culture / Maroc,جمعية الشعلة للتربية والثقافة المغرب,المغرب/Maroc,ص ب 5530 التقدم الحي المحمدي الدار البيضاء,جمعية وطنية على إمتداد المملكة,+212 522 991 155,kamal.hachoumi@gmail.com,1975-04-17,جمعية وطنية للطفولة والشباب تشتغل أساساً على التربية وعلى المواطنة وحقوق الإنسان والديمقراطية,الطفولة والشباب,محمد أمجادي,كمال الهشومي,محمد الصادق,,ترسغ الوعي والتربية على حقوق الإنسان والمواطنة وحقوق الإنسان والديمقراطية,,ملتقيات دولية عربية ومتوسطية حول الشباب  لقاءات فكرية ودراسة حول الديمقراطية  مخيمات صيفية كل سنة 5000 طفل  30 ألف منخرط,,,مشروع مع الإتحاد الأوروبي حول محاربة الرشوة من أجل التجمع  المساواة والشفافية وتكافؤ الفرص,,,,www.chouala.org
476,2014-11-06 23:05:00.038808,FMAS,منتدى بدائل المغرب الحركة الشبابية,المغرب/Maroc,زنقة ملوية الرباط المغرب,الرباط,00212 663049596,yassine.aabar@gmail.com,0000-00-00,سياسية ديمقراطية تشاركية,الشباب,,,,,المساهمة والمساعدة في بناء مجتمع مغربي ديمقراطي تسود فيه العادلة الإجتماعية والمساوة وحقوق الإنسان,جهوي,المنتدى الإجتماعي المغاربي  مذكرات مطالب للدولة حول مختلف القوانين الدستورية,,,تكوين قيادة شبابية  مشروع مسرح لجميع الشباب,,,,www.ajmaroc.org
477,2014-11-06 23:05:08.153763,Union des diplômés chômeurs Tunisiens,إتحاد أصحاب الشهادات المعطلين عن العمل,تونس/Tunis,31 شارع الطابق الثالث عدد 9 تونس,تونس,71 830 456,udchomeurs@gmail.com,2011-06-18,ذات صبغة عامة,العاطلين عن العمل,سالم العياري,علي الرياحي,ماهر حمدي,شريف الخريف,حق شغل  دعم مسيرات المعطلين عن العمل,,مسيرات ندوات جهوية ووطنية,,,ندوة وطنية لتقديم مشروع (أفكار مشاريع جديدة ) ملتقى مغاربي مع جمعية المعطلين عن العمل بالمغرب العربي,,,,www.udc.org
478,2014-11-06 23:05:15.258955,union national de protection du consommateur,الإتحاد الوطني لحمية المستهلك,الجزائر/Algerie,حي الزهور دار البيضاء الجزائر العاصمة,لجزائر العاصمة,+2130771849157,u.n.p.c@conso-algerie.net,0000-00-00,جمعية وطنية,كل الفئات,حرزلي محفوض,وصال رمضان,حليم سعدي,,ترسيخ ثقافة الإسهالات  تمثل المستهلك لدى الهيئة الإدارية,,قافلة وطنية للتحسس بالمخاطر التسممات الغذائية  ملتقى وطني هل الإعلام في حماية المستهلك,,,تكوين المستهلك الصغير  المستهلك هو المراقب الذاتي للسلع,,,,conso.algerie.net
479,2014-11-06 23:05:21.364503,Commuté Arabe des droit de l\'homme,لجنة حقوق الإنسان العربية,مصر/Egypt,جامعة الدول العربية,القاهرة,+213770360388,zaalani2@hotmail.com,0000-00-00,حقوقية,الدول العربية,دكتور عبد الرحيم العوضي,,,,الية لتطبيق الميثاق العربي لحقوق الإنسان الذي إعتمد في مؤتمر القمة المنعقد في تونس لسنة 2004 ودخل حيز التنفيذ  تقارير التي تقدمها دورياً الدول المصادقة على الميثاق وتصدر ملاحظات وتوصيات تنثر على نطاق واسع,إقليمي,تمت مناقشة تقارير الأردن والجزائر والبحرين,,,ألإستمرار في مناقشة تقارير الدول والعمل على إقتراحات تعديل الميثاق العربي لحقوق الإنسان لغرض الفعلية مثلاً إستقبال الشكاوي الفردية,,,,
482,2014-11-06 23:05:51.742457,union des jeunes démocratique,إتحاد الشباب الدمقراطي,تونس/Tunisie,8 نهج حراث بن عروس,بن عروس,+216 21747993,unionjeunesdemocrates@gmail.com,2013-02-05,ONG,الشباب,علاء الدين الدريدي,,,ذاودي أماني,تطوير المعرفة للشباب,جهوي,التعليم من أجل حقوق الإنسان,,,مشروع التعليم للشابات في المناطق,,,,
483,2014-11-06 23:06:01.850774,HWC,مؤسسة لجان العمل الصحي,فلسطين/Palestine,رامالله,رامالله,24 27518,shatha@deh@hotmail.com,0000-00-00,منظمة أهلية غير حكومية,كامل شرائح المجتمع الفلسطيني,,,,,اتحاد لجان العمل الصحي مؤسسة صحية أهلية ذات جذور مجتمعية تقدم الخدمات الصحية الشاملة ضمن إطار تنموي مجتمعي لجميع فئات المجتمع الفلسطيني وخاصة الفئات المهمشة (المرأة والطفل). وتساهم في التأثير في السياسات العامة والقطاعية ذات العلاقة لتحقيق نظام صحي شامل مستنداً إلى المواثيق الدولية لحقوق الإنسان وذلك من خلال مراكز الرعاية الصحية الأولية والثانوية في قطاع غزة.,جهوي,اتحاد لجان العمل الصحي مؤسسة صحية أهلية ذات جذور مجتمعية تقدم الخدمات الصحية الشاملة ضمن إطار تنموي مجتمعي لجميع فئات المجتمع الفلسطيني وخاصة الفئات المهمشة (المرأة والطفل). وتساهم في التأثير في السياسات العامة والقطاعية ذات العلاقة لتحقيق نظام صحي شامل مستنداً إلى المواثيق الدولية لحقوق الإنسان وذلك من خلال مراكز الرعاية الصحية الأولية والثانوية في قطاع غزة.,,,اتحاد لجان العمل الصحي مؤسسة صحية أهلية ذات جذور مجتمعية تقدم الخدمات الصحية الشاملة ضمن إطار تنموي مجتمعي لجميع فئات المجتمع الفلسطيني وخاصة الفئات المهمشة (المرأة والطفل). وتساهم في التأثير في السياسات العامة والقطاعية ذات العلاقة لتحقيق نظام صحي شامل مستنداً إلى المواثيق الدولية لحقوق الإنسان وذلك من خلال مراكز الرعاية الصحية الأولية والثانوية في قطاع غزة.,,,,www.hwc-pal.org
484,2014-11-06 23:06:06.956722,Judicial freedoms,حريات عدلية,المغرب/Maroc,العيون جنوب المغرب,العيون جنوب المغرب,0676811301,tarouzisidijaml.com,0000-00-00,حقوقية,الموطنين,,,,,تعريف حقوق المواطنين وسط تجمعات سكانية والأحياء,جهوي,تعريف المواطن بحقوقه تجاه المؤسسة العمومية,,,خلق مواقع إلكترونية لتعرف حقوق المواطنة أدخل تجمعات,,,,
485,2014-11-06 23:06:19.067451,Association Afaf pour le mariage collective et la réconciliation,جمعية العفاف للزواج الجماعي وإصلاح ذات البين,تونس/Tunisie,صندوق بريد عدد 49 منوبة 2010 العنوان 33 شارع 2 مارس 1934 سيدي عمر منوبة,منوبة,52 648 242,association.alafef@gmail.com,0000-00-00,إجتماعية خيرية ثقافية,نساء ورجال,بالحسن المبزع,طارق ترجمان,رضا الزوفي,صوفية جلالي,المساهمة في تكوين مجتمع متماسك من خلال أثر ناجحة  التشجيع على زاوج  تزويج الفئات العاملة من المجتمع,جهوي,زاوج جماعي 8 سبتمبر 2012 21 زوج وزوجة مرت فالعام,,,بناء مقر للأزواج,,,,al-afef
486,2014-11-06 23:06:24.357037,mouvement nouvelle génération,حركة جيل جديد,تونس/Tunisie,تونس,تونس,+216 24560017,mouvement.nouvelle@gmail.com,2011-04-27,حركة شبابية ثقافية  سياسية اجتماعية,كامل فئات المجتمع,,,,,"إنّ \""حركة جيل جديد\"" التي نعلنُ اليومَ عن تأسيسها، بعد حوالي السّنتين من بداية تشكّلها وبناء فكرتها ورؤيتها و بروز بعض برامجها، هي بالأساس إطار نضال وحلقة تفكير وبرنامج للتغيير، ليست حزبًا سياسيّا ولا جمعيّة ولا حركة شبابيّة بالمعنى السّائد اليوم. إنّها  - إطار نضال : فهي، منذ أيّام تشكّلها الأولى، قد كانت مشتبكة مع الاستبداد، وكمكوّن داخل الحركة الطلاّبية تصدّت للدّفاع عن مصالح هذه الحركة فناضلت بلا هوادة من أجل حرّية العمل النّقابي والسّياسي داخل الجامعة، ودافعت عن الجامعة العموميّة التي تعرّضت خلال السّنوات الأخيرة، خصوصًا مع تطبيق برنامج إمد، إلى خوصصة مُقنّعة تمّت بزعم إعادة هيكلة الجامعة وفق مقتضيات السُّوق، كما ناضلت دفاعًا عن حقّ أصحب الشّهائد في العمل، وتعرّض مناضلوها إلى الطّرد والإيقاف جرّاء مواقفهم المبدئية داخل هياكل الإتّحاد العام لطلبة تونس.",جهوي,"- حلقة تفكير : فلا نضال ولا عمل، دون فكر وتخطيط، ولا معنى البتّة للنّضال في غياب برامج وبدائل وتصوّرات، وإلاّ تحوَّل النضال إلى مجرّد احتجاج وصُراخ. إن \""حركة جيل جديد\"" هي حلقة تفكير (cercle de pensée) تعتني بالفكر وتعتبرُ أنّ للعامل الثّقافي بصفّة عامة دورًا محوريّا في عملية التغيير الاجتماعي، فالوعي رهانٌ صعب، والقدرة على طرح السؤال في عالم المسلّمات والنقد والتفكيك وخلخلة \""أسيجة الدّغمائية\"" أمرٌ ليسَ بالهيّن.",,,"لن تكون \""حركة جيل جديد\"" مجرّد رقم يضاف إلى المعادلة السياسية بالبلاد، بل ستمثل – بجوهرها المُجدّد وأساليب عملها غير النّمطية وكفاحية مناضلاتها ومناضليها وبرنامجها الواقعي والثّوري في آن، نقلة جذرية في حركة الشباب التونسي، وإضافة نوعية للمشهد الفكري والسياسي بالبلاد. وإنّنا عازمون، بالصّدق والمبدئيّة التي عهدتموها فينا، على تفعيل ما طرحناه من أفكار على قاعدة ما راكمناه من نضال في السّنوات الفارطة.",,,,http://ar.wikipedia.org
